Queries,cleaned_queries,kmeans_cluster,hdbscan_cluster,x,y
what do I have to do to sign up to the company newsletter?,what do i have to do to sign up to the company newsletter?,9,-1,-13.62827,21.380116
what do I have to do to speak to a fucking human agent?,what do i have to do to speak to a fucking human agent?,9,29,-14.244265,1.8031802
what do I have to do to submit some feedback for a service?,what do i have to do to submit some feedback for a service?,9,24,-1.7144378,-9.447531
what do i have to do to switch to a different profile,what do i have to do to switch to a different profile,2,98,-75.70102,-7.0021806
what do I have to do to switch to another account?,what do i have to do to switch to another account?,2,105,-59.059345,-11.394055
what do I have to do to switch user?,what do i have to do to switch user?,2,106,-70.802605,-15.1818905
what do I have to do to talk to a human agent?,what do i have to do to talk to a human agent?,9,29,-13.89734,2.2004592
what do I have to do to talk to an agent?,what do i have to do to talk to an agent?,9,29,-20.633093,5.074148
what do i have to do to talk to someone,what do i have to do to talk to someone,9,42,-23.122845,-6.096316
what do I have to do to track an order?,what do i have to do to track an order?,6,44,24.914774,49.105072
what do I have to do to track my last order?,what do i have to do to track my last order?,6,44,32.176712,44.016163
what do I have to do to track my order?,what do i have to do to track my order?,6,44,25.502956,48.454582
what do I have to do to track the last order?,what do i have to do to track the last order?,6,44,34.003586,42.365227
what do I have to do to track the refund?,what do i have to do to track the refund?,0,9,31.051163,-77.3549
what do I have to do to use a new account?,what do i have to do to use a new account?,2,104,-49.030197,-3.7501767
what do I have to do to use another account?,what do i have to do to use another account?,2,104,-50.80334,-9.478658
what do I need to do to buy a few of your item?,what do i need to do to buy a few of your item?,6,31,-1.2070962,47.022263
what do I need to do to buy several items?,what do i need to do to buy several items?,6,31,-1.9196987,48.13432
what do I need to do to buy some of your item?,what do i need to do to buy some of your item?,6,31,-1.0230173,47.026085
what do I need to do to buy something?,what do i need to do to buy something?,6,31,1.2057456,48.863632
what do i need to do to change my personal information,what do i need to do to change my personal information,2,-1,-87.88777,13.446927
what do I need to do to change my shipping address?,what do i need to do to change my shipping address?,4,74,-40.420727,49.673904
what do I need to do to change the shipping address?,what do i need to do to change the shipping address?,4,74,-40.366306,49.629086
what do i need to do to chat with a live agent,what do i need to do to chat with a live agent,9,29,-14.20227,8.998202
what do I need to do to check my order ETA?,what do i need to do to check my order eta?,6,40,64.971,26.675262
what do I need to do to check the cancellation fee?,what do i need to do to check the cancellation fee?,5,32,-19.789284,-46.296124
what do I need to do to check the cancellation fees?,what do i need to do to check the cancellation fees?,5,32,-19.354757,-46.036514
what do I need to do to check the early termination charges?,what do i need to do to check the early termination charges?,5,37,-33.22097,-62.36487
what do i need to do to check the goddamn payment methods,what do i need to do to check the goddamn payment methods,1,16,36.89939,-19.975227
what do I need to do to check the invoice from last month?,what do i need to do to check the invoice from last month?,3,1,76.81761,2.5027187
what do I need to do to check the refund status?,what do i need to do to check the refund status?,0,13,28.245173,-52.479645
what do I need to do to check the status of my order?,what do i need to do to check the status of my order?,6,45,49.24396,33.183586
what do I need to do to check the status of the refund?,what do i need to do to check the status of the refund?,0,13,28.516064,-52.55977
what do i need to do to check the termination penalties,what do i need to do to check the termination penalties,5,38,-33.40574,-65.544106
what do I need to do to check your allowed payment methods?,what do i need to do to check your allowed payment methods?,1,16,29.970583,-19.41572
what do I need to do to check your money back policy?,what do i need to do to check your money back policy?,0,2,-21.056425,-80.06319
what do I need to do to check your refund policy?,what do i need to do to check your refund policy?,0,12,14.513733,-56.393898
what do I need to do to close my user account?,what do i need to do to close my user account?,2,-1,-33.00127,-27.314651
what do I need to do to contact an agent?,what do i need to do to contact an agent?,9,29,-23.508171,11.55386
what do I need to do to contact customer service?,what do i need to do to contact customer service?,9,41,-17.27886,-21.923819
what do i need to do to contact someone,what do i need to do to contact someone,9,41,-22.355751,-13.071398
what do i need to do to correct some of my personal details,what do i need to do to correct some of my personal details,2,-1,-86.18444,12.815843
what do I need to do to correct the address?,what do i need to do to correct the address?,4,63,-33.627407,46.671947
what do i need to do to create an account,what do i need to do to create an account,2,103,-45.947906,0.1674694
what do I need to do to create an account?,what do i need to do to create an account?,2,103,-45.997772,0.16129774
what do I need to do to create another online account?,what do i need to do to create another online account?,2,-1,-46.090878,-5.5432577
what do I need to do to delete a user account?,what do i need to do to delete a user account?,2,78,-46.288914,-27.34892
what do I need to do to delete an account?,what do i need to do to delete an account?,2,78,-46.50756,-26.258755
what do I need to do to delete my account?,what do i need to do to delete my account?,2,78,-46.164238,-26.183475
what do I need to do to delete the account?,what do i need to do to delete the account?,2,78,-46.5373,-26.120407
what do I need to do to edit my account?,what do i need to do to edit my account?,2,99,-68.89412,11.183694
what do I need to do to edit my personal information?,what do i need to do to edit my personal information?,2,100,-86.81873,15.160016
what do i need to do to edit the address,what do i need to do to edit the address,4,63,-33.22679,45.20052
what do I need to do to file a complaint?,what do i need to do to file a complaint?,9,64,15.96456,-37.966152
what do I need to do to find the invoices from February?,what do i need to do to find the invoices from february?,3,1,82.927216,-3.537474
what do I need to do to find the invoices from last month?,what do i need to do to find the invoices from last month?,3,1,82.59706,2.8508785
what do I need to do to find the invoices?,what do i need to do to find the invoices?,3,1,58.382084,7.1497064
