Queries,cleaned_query,delivery_intent,account_intent,order_intent,refund_intent,primary_intent,needs_help,emotion_risk_flag,requires_order_id,missing_required_entity,automation_suitability_score,can_be_auto_resolved,is_candidate_for_clustering
would it be possible to report registration issues?,would it be possible to report registration issues,False,False,False,False,other,False,False,False,False,0.2,False,True
would it be possible to set a different shipping address up?,would it be possible to set a different shipping address up,True,False,False,False,delivery,False,False,True,True,0.9,True,False
would it be possible to set a new shipping address up?,would it be possible to set a new shipping address up,True,False,False,False,delivery,False,False,True,True,0.9,True,False
would it be possible to set another shipping address up?,would it be possible to set another shipping address up,True,False,False,False,delivery,False,False,True,True,0.9,True,False
would it be possible to set up another shipping address?,would it be possible to set up another shipping address,True,False,False,False,delivery,False,False,True,True,0.9,True,False
would it be possible to submit some feedback?,would it be possible to submit some feedback,False,False,False,False,other,False,False,False,False,0.2,False,True
would it be possible to switch to another account?,would it be possible to switch to another account,False,True,False,False,account,False,False,False,False,0.9,True,False
would it be possible to switch user?,would it be possible to switch user,False,False,False,False,other,False,False,False,False,0.2,False,True
would it be possible to talk to an agent?,would it be possible to talk to an agent,False,False,False,False,other,False,False,False,False,0.2,False,True
would it be possible to track an order?,would it be possible to track an order,True,False,True,False,delivery,False,False,True,True,0.9,True,False
would it be possible to track my order?,would it be possible to track my order,True,False,True,False,delivery,False,False,True,True,0.9,True,False
would it be possible to track the last order?,would it be possible to track the last order,True,False,True,False,delivery,False,False,True,True,0.9,True,False
would it be possible to use another account?,would it be possible to use another account,False,True,False,False,account,False,False,False,False,0.9,True,False
would you give me information about a forgotten password?,would you give me information about a forgotten password,False,False,False,False,other,False,False,False,False,0.2,False,True
would you give me information about a password recovery?,would you give me information about a password recovery,False,False,False,False,other,False,False,False,False,0.2,False,True
would you give me information about a user account deletion?,would you give me information about a user account deletion,False,True,False,False,account,False,False,False,False,0.9,True,False
