Queries,Word_Count,Sentiment,cleaned,Cluster_ID
I want to get the invoices from last month,9,Neutral,i want to get the invoices from last month,7
I want to get the invoices from my last purchase,10,Neutral,i want to get the invoices from my last purchase,7
I want to know about a forgotten password,8,Neutral,i want to know about a forgotten password,3
I want to know about a password recovery,8,Neutral,i want to know about a password recovery,3
I want to know about a shipping address change,9,Neutral,i want to know about a shipping address change,2
I want to know about a user account deletion,9,Neutral,i want to know about a user account deletion,1
I want to know about changing the shipping address,9,Neutral,i want to know about changing the shipping address,2
I want to know about order cancellations,7,Neutral,i want to know about order cancellations,4
I want to know about subscribing to your company newsletter,10,Neutral,i want to know about subscribing to your company newsletter,0
I want to know about the company newsletter subscription,9,Neutral,i want to know about the company newsletter subscription,0
I want to know about the delivery options,8,Neutral,i want to know about the delivery options,3
I want to know about user account deletions,8,Neutral,i want to know about user account deletions,1
I want to know more about a shipping address change,10,Positive,i want to know more about a shipping address change,2
I want to know more about a user account deletion,10,Positive,i want to know more about a user account deletion,1
I want to know more about changing my shipping address,10,Positive,i want to know more about changing my shipping address,2
I want to know more about changing the shipping address,10,Positive,i want to know more about changing the shipping address,2
I want to know more about delivery periods,8,Positive,i want to know more about delivery periods,3
I want to know more about forgotten passwords,8,Positive,i want to know more about forgotten passwords,3
I want to know more about order cancelations,8,Positive,i want to know more about order cancelations,4
I want to know more about order cancellations,8,Positive,i want to know more about order cancellations,4
I want to know more about the delivery period,9,Positive,i want to know more about the delivery period,3
I want to know more about the options for delivery,10,Positive,i want to know more about the options for delivery,3
I want to know more about updating the delivery addresxs,10,Positive,i want to know more about updating the delivery addresxs,3
I want to know more about user account deletions,9,Positive,i want to know more about user account deletions,1
I want to leave a review,6,Neutral,i want to leave a review,3
I want to leave a review for a service,9,Neutral,i want to leave a review for a service,3
"I want to list the payment options, can I get some help?",12,Neutral,i want to list the payment options can i get some help,3
I want to make an order,6,Neutral,i want to make an order,4
I want to open a different account,7,Neutral,i want to open a different account,1
I want to recover my password,6,Neutral,i want to recover my password,3
I want to register,4,Neutral,i want to register,3
I want to remove a premium account,7,Neutral,i want to remove a premium account,1
I want to remove an item from an order,9,Neutral,i want to remove an item from an order,4
I want to remove several items,6,Neutral,i want to remove several items,3
I want to report a registration issue,7,Neutral,i want to report a registration issue,3
